x,y
-5.0,11.328235020491967
-4.949748743718593,11.104013181554421
-4.899497487437186,10.90210612313359
-4.849246231155779,10.867775738253256
-4.798994974874372,10.473995259587316
-4.748743718592965,9.96314422536913
-4.698492462311558,10.157740768772667
-4.648241206030151,9.81926603629182
-4.597989949748744,9.624999349873354
-4.547738693467337,9.493905744630746
-4.49748743718593,9.31606992185956
-4.447236180904523,9.318226424906069
-4.396984924623116,9.004573661352019
-4.346733668341709,8.682763912545202
-4.296482412060302,8.29471902952485
-4.2462311557788945,8.032883242941608
-4.1959798994974875,8.109441177922855
-4.1457286432160805,8.142927554998757
-4.0954773869346734,7.662947595845422
-4.045226130653266,7.42969055194144
-3.9949748743718594,7.369345532849525
-3.9447236180904524,6.731804953979297
-3.8944723618090453,6.782066985206926
-3.8442211055276383,6.757792769947224
-3.7939698492462313,6.64119097183869
-3.7437185929648242,6.195251295308552
-3.693467336683417,6.130255843804763
-3.64321608040201,5.901350816648563
-3.592964824120603,5.818393321991059
-3.542713567839196,5.2011909284939835
-3.492462311557789,5.37130861042803
-3.442211055276382,4.71377303765356
-3.391959798994975,4.2718494501688244
-3.341708542713568,4.51671244179044
-3.291457286432161,4.251596582326138
-3.241206030150754,4.449642330923105
-3.190954773869347,4.208052483840991
-3.14070351758794,3.6000198389533455
-3.090452261306533,3.8624112218747357
-3.040201005025126,3.2649268879230076
-2.9899497487437188,3.277678642095876
-2.9396984924623117,3.0452373441376333
-2.8894472361809047,2.9504980608729205
-2.8391959798994977,2.923231796888133
-2.7889447236180906,2.7039554182316166
-2.7386934673366836,2.4636105304687215
-2.6884422110552766,2.355707927438718
-2.6381909547738696,2.1472166180360768
-2.5879396984924625,1.736578782147244
-2.5376884422110555,1.5527906170240462
-2.487437185929648,1.4470344333666665
-2.437185929648241,1.5039990836502215
-2.386934673366834,1.186928690828245
-2.336683417085427,1.6078918526342614
-2.28643216080402,0.7702911182226528
-2.236180904522613,0.5698972751357378
-2.185929648241206,0.8465930797857169
-2.135678391959799,0.8611332672488112
-2.0854271356783918,0.5354394538786257
-2.0351758793969847,0.48912790567500797
-1.9849246231155777,0.5054330087835657
-1.9346733668341707,0.06278624330534606
-1.8844221105527637,-0.3321893266713865
-1.8341708542713566,-0.23315426403271539
-1.7839195979899496,0.0023185122092868327
-1.7336683417085426,-0.6103361428848784
-1.6834170854271355,-0.36488254928293534
-1.6331658291457285,-0.39015317055309984
-1.5829145728643215,-0.5829367093274052
-1.5326633165829144,-0.4159579724786766
-1.4824120603015074,-0.5030329763626286
-1.4321608040201004,-0.16973962063619796
-1.3819095477386933,-0.5877128122619879
-1.3316582914572863,-0.8958690849386173
-1.2814070351758793,-0.917169270847594
-1.2311557788944723,-1.0024278559088824
-1.1809045226130652,-0.6300859558100191
-1.1306532663316582,-0.9786757912984274
-1.0804020100502512,-0.8781901351384883
-1.0301507537688441,-0.701126509084223
-0.9798994974874375,-1.0229744025387855
-0.9296482412060305,-0.9209873014555363
-0.8793969849246235,-1.248909564450255
-0.8291457286432165,-1.0644451639667145
-0.7788944723618094,-0.9288709552409433
-0.7286432160804024,-0.6855438560562194
-0.6783919597989954,-0.48304623391050494
-0.6281407035175883,-0.7140399253204196
-0.5778894472361813,-0.6128057990786289
-0.5276381909547743,-0.5898637277446286
-0.47738693467336724,-0.34109166831453774
-0.4271356783919602,-0.33275293925139404
-0.3768844221105532,-0.41551251753361995
-0.32663316582914614,-0.6416896100898339
-0.2763819095477391,-0.16146763873062228
-0.22613065326633208,-0.21494209511521437
-0.17587939698492505,0.03470514866680596
-0.12562814070351802,-0.17640384739026826
-0.07537688442211099,0.32683643684041747
-0.02512562814070396,-0.11350691058106338
0.02512562814070396,0.3852546738363393
0.07537688442211099,0.13021734341348626
0.12562814070351802,0.06192688967157499
0.17587939698492505,-0.0019004573218433796
0.22613065326633208,0.2839543679717327
0.2763819095477391,0.7008423392163052
0.32663316582914614,0.6372923735941509
0.3768844221105532,0.6784145694084579
0.4271356783919602,0.07227927648566557
0.47738693467336724,0.8181902210225993
0.5276381909547743,0.8493292610268346
0.5778894472361813,0.6695463946951117
0.6281407035175883,0.7139945334943213
0.6783919597989954,0.9107840888522143
0.7286432160804024,1.3476155885050052
0.7788944723618094,0.7902503663531063
0.8291457286432165,0.9796765102940395
0.8793969849246235,1.4218212916485484
0.9296482412060305,1.0693578804414208
0.9798994974874375,1.1293503089694772
1.0301507537688446,1.2695196889080471
1.0804020100502516,1.0098657632599284
1.1306532663316586,1.3625762133923374
1.1809045226130657,1.0755030445853775
1.2311557788944727,1.5598916806003247
1.2814070351758797,1.3853950178682306
1.3316582914572868,1.9025482166181469
1.3819095477386938,1.473373273476195
1.4321608040201008,1.7192916269353034
1.4824120603015079,1.1352028316705027
1.5326633165829149,1.3939468170244655
1.582914572864322,1.4866211531465452
1.633165829145729,1.7901270168261159
1.683417085427136,1.0226594435543974
1.733668341708543,1.5926813539608768
1.78391959798995,1.483069324993206
1.834170854271357,1.6645833666220535
1.884422110552764,1.4542399840245774
1.9346733668341711,1.2754493457754228
1.9849246231155782,1.111973236563901
2.035175879396985,0.9112510821410258
2.085427135678392,1.1844482281452262
2.1356783919597992,1.0515044292660194
2.1859296482412063,1.4871137417367088
